index,url,error
169211,https://cdn-images.farfetch-contents.com/21/94/03/60/21940360_52015380_480.jpg,Fatal error: name 'time' is not defined
176160,https://cdn-images.farfetch-contents.com/21/94/04/85/21940485_52014716_480.jpg,Fatal error: name 'time' is not defined
205410,https://cdn-images.farfetch-contents.com/21/94/03/64/21940364_52014701_480.jpg,Fatal error: name 'time' is not defined
246081,https://cdn-images.farfetch-contents.com/21/93/99/64/21939964_52015010_480.jpg,Fatal error: name 'time' is not defined
281011,https://cdn-images.farfetch-contents.com/21/94/04/86/21940486_52014026_480.jpg,Fatal error: name 'time' is not defined
